saledate,type,bedrooms,avg_price
2012-05,house,2,419500.0
2012-05,house,3,484450.73529411765
2012-05,house,4,590408.5
2012-05,house,5,855500.0
2012-05,unit,1,366142.85714285716
2012-05,unit,2,403125.0
2012-05,unit,3,582333.3333333334
2012-05,unit,4,588000.0
2012-06,house,1,281000.0
2012-06,house,3,480891.8181818182
2012-06,house,4,587416.6666666666
2012-06,house,5,690250.0
2012-06,unit,1,376666.6666666667
2012-06,unit,2,366357.14285714284
2012-06,unit,3,585000.0
2012-07,house,2,436600.0
2012-07,house,3,510679.8474576271
2012-07,house,4,603679.5918367347
2012-07,house,5,846611.1111111111
2012-07,unit,1,393000.0
2012-07,unit,2,419287.5
2012-07,unit,3,586666.6666666666
2012-08,house,2,491312.5
2012-08,house,3,466341.3333333333
2012-08,house,4,595061.9523809524
2012-08,house,5,803928.5714285715
2012-08,unit,1,331428.4285714286
2012-08,unit,2,420600.0
2012-08,unit,3,629750.0
2012-09,house,0,415000.0
2012-09,house,2,470250.0
2012-09,house,3,529166.4179104478
2012-09,house,4,643846.7741935484
2012-09,house,5,995157.1428571428
2012-09,unit,1,345975.3
2012-09,unit,2,443437.5
2012-09,unit,3,513875.0
2012-10,house,2,417000.0
2012-10,house,3,520819.69863013696
2012-10,house,4,643240.8333333334
2012-10,house,5,879090.9090909091
2012-10,unit,1,355111.1111111111
2012-10,unit,2,390933.3333333333
2012-10,unit,3,518666.6666666667
2012-11,house,2,471885.5714285714
2012-11,house,3,530983.1904761905
2012-11,house,4,680224.358974359
2012-11,house,5,864166.6666666666
2012-11,unit,1,385166.6666666667
2012-11,unit,2,423666.6666666667
2012-11,unit,3,464990.0
2012-11,unit,4,1555000.0
2012-12,house,2,509750.0
2012-12,house,3,505861.1111111111
2012-12,house,4,677641.1290322581
2012-12,house,5,791843.75
2012-12,unit,1,400583.3333333333
2012-12,unit,2,487625.0
2012-12,unit,3,527500.0
2013-01,house,1,241000.0
2013-01,house,2,431500.0
2013-01,house,3,491602.1224489796
2013-01,house,4,603251.3157894737
2013-01,house,5,817500.0
2013-01,unit,1,347000.0
2013-01,unit,2,422778.125
2013-01,unit,3,755000.0
2013-02,house,0,665000.0
2013-02,house,2,311175.0
2013-02,house,3,483483.75
2013-02,house,4,607203.3571428572
2013-02,house,5,684750.0
2013-02,unit,1,370000.0
2013-02,unit,2,405817.85714285716
2013-02,unit,3,573750.0
2013-03,house,1,575000.0
2013-03,house,3,520100.0
2013-03,house,4,637626.0576923077
2013-03,house,5,866833.3333333334
2013-03,unit,0,207500.0
2013-03,unit,1,359400.0
2013-03,unit,2,400526.0
2013-03,unit,3,553000.0
2013-03,unit,4,472500.0
2013-04,house,2,450041.6666666667
2013-04,house,3,507822.6119402985
2013-04,house,4,626478.0892857143
2013-04,house,5,851500.0
2013-04,unit,1,309400.0
2013-04,unit,2,415025.0
2013-04,unit,3,614500.0
2013-05,house,0,725000.0
2013-05,house,2,424500.0
2013-05,house,3,512705.9210526316
2013-05,house,4,637601.9166666666
2013-05,house,5,708083.3333333334
2013-05,unit,1,361055.55555555556
2013-05,unit,2,406990.0
2013-05,unit,3,522416.6666666667
2013-06,house,0,630000.0
2013-06,house,2,305000.0
2013-06,house,3,486264.30379746837
2013-06,house,4,604979.8076923077
2013-06,house,5,633000.0
2013-06,unit,1,345277.77777777775
2013-06,unit,2,461366.6666666667
2013-06,unit,3,475000.0
2013-07,house,0,620000.0
2013-07,house,2,410000.0
2013-07,house,3,512277.1214953271
2013-07,house,4,615421.9285714285
2013-07,house,5,699050.0
2013-07,unit,1,317600.0
2013-07,unit,2,434220.5882352941
2013-07,unit,3,625000.0
2013-08,house,0,543000.0
2013-08,house,2,404583.3333333333
2013-08,house,3,477284.3820224719
2013-08,house,4,626839.9534883721
2013-08,house,5,714710.5263157894
2013-08,unit,1,290457.14285714284
2013-08,unit,2,454176.4705882353
2013-08,unit,3,449450.0
2013-09,house,1,307316.6666666667
2013-09,house,2,494333.3333333333
2013-09,house,3,489572.7272727273
2013-09,house,4,633925.3623188406
2013-09,house,5,793000.0
2013-09,unit,1,365875.0
2013-09,unit,2,421777.77777777775
2013-09,unit,3,497800.0
2013-10,house,2,495666.6666666667
2013-10,house,3,523892.6666666667
2013-10,house,4,660482.8125
2013-10,house,5,720318.1818181818
2013-10,unit,1,360000.0
2013-10,unit,2,434600.0
2013-10,unit,3,710875.0
2013-10,unit,4,473000.0
2013-11,house,2,354803.3
2013-11,house,3,490852.0202020202
2013-11,house,4,652059.411111111
2013-11,house,5,796769.2307692308
2013-11,unit,1,342916.6666666667
2013-11,unit,2,428930.55555555556
2013-11,unit,3,616633.3333333334
2013-12,house,2,509071.4285714286
2013-12,house,3,524633.5714285715
2013-12,house,4,669208.3333333334
2013-12,house,5,876833.3333333334
2013-12,unit,1,280625.0
2013-12,unit,2,537892.3076923077
2013-12,unit,3,767500.0
2013-12,unit,4,565000.0
2014-01,house,2,408000.0
2014-01,house,3,494628.9534883721
2014-01,house,4,622679.4871794871
2014-01,house,5,763791.6666666666
2014-01,unit,0,185000.0
2014-01,unit,1,342125.0
2014-01,unit,2,435600.0
2014-01,unit,3,556000.0
2014-02,house,1,343000.0
2014-02,house,2,464700.0
2014-02,house,3,506257.5048543689
2014-02,house,4,672162.9213483146
2014-02,house,5,782161.7647058824
2014-02,unit,1,381887.22222222225
2014-02,unit,2,458712.5
2014-02,unit,3,595583.3333333334
2014-02,unit,4,805000.0
2014-03,house,1,158500.0
2014-03,house,2,378875.0
2014-03,house,3,518245.1923076923
2014-03,house,4,685603.7735849057
2014-03,house,5,794583.3333333334
2014-03,unit,1,349583.3333333333
2014-03,unit,2,399839.9130434783
2014-03,unit,3,506875.0
2014-03,unit,4,860000.0
2014-04,house,2,438750.0
2014-04,house,3,505459.3137254902
2014-04,house,4,654982.0
2014-04,house,5,826375.0
2014-04,unit,1,313118.75
2014-04,unit,2,408770.8333333333
2014-04,unit,3,610000.0
2014-05,house,2,413357.14285714284
2014-05,house,3,532955.612244898
2014-05,house,4,661934.8387096775
2014-05,house,5,815263.1578947369
2014-05,unit,1,377857.14285714284
2014-05,unit,2,428727.2727272727
2014-05,unit,3,672000.0
2014-05,unit,5,1490000.0
2014-06,house,2,429285.71428571426
2014-06,house,3,497936.25
2014-06,house,4,687354.0684931506
2014-06,house,5,977883.4
2014-06,unit,1,340000.0
2014-06,unit,2,502881.8181818182
2014-06,unit,3,653708.0
2014-07,house,2,556375.0
2014-07,house,3,503693.9534883721
2014-07,house,4,638848.9230769231
2014-07,house,5,784430.5
2014-07,unit,1,412000.0
2014-07,unit,2,418025.0
2014-07,unit,3,707666.6666666666
2014-07,unit,4,722500.0
2014-07,unit,5,729000.0
2014-08,house,2,389583.3333333333
2014-08,house,3,531515.5172413794
2014-08,house,4,654019.1208791209
2014-08,house,5,786166.6666666666
2014-08,unit,1,299636.36363636365
2014-08,unit,2,398675.0
2014-08,unit,3,526633.3333333334
2014-09,house,1,646250.0
2014-09,house,2,463583.3333333333
2014-09,house,3,503860.9756097561
2014-09,house,4,667088.05
2014-09,house,5,1102210.5263157894
2014-09,unit,1,343075.0
2014-09,unit,2,393100.0
2014-09,unit,3,710400.0
2014-10,house,2,502500.0
2014-10,house,3,526231.7642276423
2014-10,house,4,669693.4606741572
2014-10,house,5,808800.0
2014-10,unit,1,382750.0
2014-10,unit,2,470526.3157894737
2014-10,unit,3,581388.8888888889
2014-10,unit,4,498000.0
2014-11,house,2,548271.4285714285
2014-11,house,3,543289.1608391608
2014-11,house,4,745175.572519084
2014-11,house,5,869288.4615384615
2014-11,unit,1,349866.6666666667
2014-11,unit,2,507261.76470588235
2014-11,unit,3,625950.0
2014-11,unit,5,1220000.0
2014-12,house,0,405000.0
2014-12,house,1,1250000.0
2014-12,house,2,533500.0
2014-12,house,3,531492.9696969697
2014-12,house,4,660703.6761904762
2014-12,house,5,888852.9411764706
2014-12,unit,1,263038.8888888889
2014-12,unit,2,434898.14814814815
2014-12,unit,3,456050.0
2014-12,unit,4,620000.0
2015-01,house,0,612500.0
2015-01,house,2,428569.25
2015-01,house,3,484248.6111111111
2015-01,house,4,646459.4594594594
2015-01,house,5,926495.3333333334
2015-01,unit,1,363928.5714285714
2015-01,unit,2,442857.14285714284
2015-01,unit,3,377500.0
2015-02,house,2,613900.0
2015-02,house,3,522260.26785714284
2015-02,house,4,698167.094017094
2015-02,house,5,938000.0
2015-02,unit,1,333556.25
2015-02,unit,2,436541.6666666667
2015-02,unit,3,614909.0909090909
2015-03,house,1,305500.0
2015-03,house,2,475200.0
2015-03,house,3,588581.9672131147
2015-03,house,4,713126.3687943262
2015-03,house,5,832620.0
2015-03,unit,1,335166.6666666667
2015-03,unit,2,450575.0
2015-03,unit,3,754345.8333333334
2015-03,unit,4,750000.0
2015-04,house,2,439300.0
2015-04,house,3,531717.8571428572
2015-04,house,4,672162.1262135922
2015-04,house,5,874500.0
2015-04,unit,0,315000.0
2015-04,unit,1,301269.23076923075
2015-04,unit,2,456450.0
2015-04,unit,3,719628.5714285715
2015-04,unit,4,645000.0
2015-05,house,1,670000.0
2015-05,house,2,511750.0
2015-05,house,3,577037.376
2015-05,house,4,722080.2887323943
2015-05,house,5,931300.0
2015-05,unit,1,302703.125
2015-05,unit,2,411061.275862069
2015-05,unit,3,667600.0
2015-05,unit,4,625000.0
2015-06,house,0,905000.0
2015-06,house,2,700625.0
2015-06,house,3,513110.1030927835
2015-06,house,4,694011.4583333334
2015-06,house,5,829000.0
2015-06,unit,0,568000.0
2015-06,unit,1,345628.73333333334
2015-06,unit,2,462857.14285714284
2015-06,unit,3,585416.6666666666
2015-07,house,2,388857.14285714284
2015-07,house,3,527015.9345794392
2015-07,house,4,675107.9587628866
2015-07,house,5,1064645.2105263157
2015-07,unit,1,333368.75
2015-07,unit,2,430740.6153846154
2015-07,unit,3,550500.0
2015-08,house,1,215000.0
2015-08,house,2,460109.0909090909
2015-08,house,3,554016.6129032258
2015-08,house,4,734311.1031746032
2015-08,house,5,919460.0
2015-08,unit,1,326133.3333333333
2015-08,unit,2,406514.28571428574
2015-08,unit,3,578800.0
2015-09,house,1,210000.0
2015-09,house,2,495250.0
2015-09,house,3,530171.7105263158
2015-09,house,4,722312.3333333334
2015-09,house,5,914095.8333333334
2015-09,unit,1,346136.36363636365
2015-09,unit,2,406000.0
2015-09,unit,3,523818.1818181818
2015-09,unit,4,1430000.0
2015-10,house,0,1059000.0
2015-10,house,1,93000.0
2015-10,house,2,529676.4705882353
2015-10,house,3,576822.2551724138
2015-10,house,4,743067.1212121212
2015-10,house,5,1040906.9032258064
2015-10,unit,1,289083.3333333333
2015-10,unit,2,434000.0
2015-10,unit,3,622250.0
2015-11,house,1,210000.0
2015-11,house,2,560083.3333333334
2015-11,house,3,583619.8630136986
2015-11,house,4,842299.7023809524
2015-11,house,5,899154.4117647059
2015-11,unit,1,329299.0
2015-11,unit,2,441722.22222222225
2015-11,unit,3,482312.5
2015-11,unit,4,467500.0
2015-12,house,2,493500.0
2015-12,house,3,566501.8181818182
2015-12,house,4,749177.5703703704
2015-12,house,5,904134.2857142857
2015-12,unit,1,320500.0
2015-12,unit,2,413240.3846153846
2015-12,unit,3,599285.7142857143
2016-01,house,1,215000.0
2016-01,house,2,492875.0
2016-01,house,3,514635.48387096776
2016-01,house,4,672738.0952380953
2016-01,house,5,875083.3333333334
2016-01,unit,1,335494.44444444444
2016-01,unit,2,459941.17647058825
2016-01,unit,3,667000.0
2016-01,unit,4,392500.0
2016-02,house,1,380000.0
2016-02,house,2,476500.0
2016-02,house,3,558629.7214285714
2016-02,house,4,737165.3225806452
2016-02,house,5,875880.9523809524
2016-02,unit,1,333090.9090909091
2016-02,unit,2,435065.9459459459
2016-02,unit,3,579375.0
2016-02,unit,4,405000.0
2016-03,house,0,909500.0
2016-03,house,1,364333.3333333333
2016-03,house,2,505045.45454545453
2016-03,house,3,566588.0666666667
2016-03,house,4,737714.1818181818
2016-03,house,5,870574.074074074
2016-03,unit,1,331421.05263157893
2016-03,unit,2,457664.70588235295
2016-03,unit,3,691998.0
2016-04,house,1,395000.0
2016-04,house,2,382636.36363636365
2016-04,house,3,582029.85
2016-04,house,4,753032.2314049586
2016-04,house,5,893037.0370370371
2016-04,unit,1,311590.3846153846
2016-04,unit,2,419757.6923076923
2016-04,unit,3,801493.3333333334
2016-05,house,2,440416.6666666667
2016-05,house,3,539813.75
2016-05,house,4,759931.9548872181
2016-05,house,5,847967.7419354839
2016-05,unit,1,332972.22222222225
2016-05,unit,2,445041.6666666667
2016-05,unit,3,617200.0
2016-06,house,1,328000.0
2016-06,house,2,535285.7142857143
2016-06,house,3,554178.6516853933
2016-06,house,4,695347.8723404255
2016-06,house,5,895363.6363636364
2016-06,unit,1,318593.4736842105
2016-06,unit,2,469137.5
2016-06,unit,3,523166.6666666667
2016-07,house,1,185000.0
2016-07,house,2,587583.3333333334
2016-07,house,3,564618.6744186047
2016-07,house,4,697493.023255814
2016-07,house,5,902583.3333333334
2016-07,unit,1,311219.44444444444
2016-07,unit,2,423342.5925925926
2016-07,unit,3,729500.0
2016-08,house,1,285500.0
2016-08,house,2,399964.28571428574
2016-08,house,3,566015.173553719
2016-08,house,4,725946.9026548673
2016-08,house,5,1160055.5555555555
2016-08,unit,1,328722.0
2016-08,unit,2,415250.0
2016-08,unit,3,532555.5555555555
2016-08,unit,4,1550000.0
2016-09,house,2,624000.0
2016-09,house,3,634615.2910447761
2016-09,house,4,742502.380952381
2016-09,house,5,957043.1034482758
2016-09,unit,1,323815.7894736842
2016-09,unit,2,459891.93548387097
2016-09,unit,3,558555.5555555555
2016-10,house,0,617500.0
2016-10,house,1,240000.0
2016-10,house,2,551992.8571428572
2016-10,house,3,569614.7651515151
2016-10,house,4,781289.0625
2016-10,house,5,970312.5
2016-10,unit,1,305236.84210526315
2016-10,unit,2,462387.0967741936
2016-10,unit,3,490833.3333333333
2016-11,house,0,465000.0
2016-11,house,1,302666.6666666667
2016-11,house,2,630650.0
2016-11,house,3,661734.076433121
2016-11,house,4,809144.6291390728
2016-11,house,5,1176833.3333333333
2016-11,unit,1,329323.8095238095
2016-11,unit,2,432204.21428571426
2016-11,unit,3,666690.0
2016-12,house,1,205000.0
2016-12,house,2,529115.3846153846
2016-12,house,3,604177.1523178808
2016-12,house,4,746480.9523809524
2016-12,house,5,1073897.0588235294
2016-12,unit,1,330121.875
2016-12,unit,2,397464.51612903224
2016-12,unit,3,556155.5555555555
2016-12,unit,4,492500.0
2017-01,house,2,349666.6666666667
2017-01,house,3,523864.28571428574
2017-01,house,4,700768.5
2017-01,house,5,952333.3333333334
2017-01,unit,0,510000.0
2017-01,unit,1,348532.14285714284
2017-01,unit,2,409768.1818181818
2017-01,unit,3,507800.0
2017-02,house,1,296100.0
2017-02,house,2,487863.63636363635
2017-02,house,3,615497.2253521127
2017-02,house,4,825711.7405063291
2017-02,house,5,1104354.8387096773
2017-02,unit,1,314176.0869565217
2017-02,unit,2,435713.0612244898
2017-02,unit,3,528545.4545454546
2017-03,house,1,430000.0
2017-03,house,2,498738.46153846156
2017-03,house,3,617934.9315068494
2017-03,house,4,803864.1025641026
